Year,School,Conference,Sport,State,GSR,FGR
2000,University at Albany,Northeast Conference,Football,NY,67,67
2000,Alcorn State University,Southwestern Athletic Conf.,Football,MS,96,41
2000,Appalachian State University,Southern Conference,Football,NC,69,50
2000,Arizona State University,Pac-12 Conference,Football,AZ,55,50
2000,University of Arizona,Pac-12 Conference,Football,AZ,41,39
2000,Arkansas State University,Sun Belt Conference,Football,AR,64,48
2000,"University of Arkansas, Fayetteville",Southeastern Conference,Football,AR,53,44
2000,Auburn University,Southeastern Conference,Football,AL,59,51
2000,Austin Peay State University,Independent,Football,TN,45,17
2000,Ball State University,Mid-American Conference,Football,IN,81,75
2000,Charleston Southern University,Big South Conference,Football,SC,45,33
2000,Baylor University,Big 12 Conference,Football,TX,84,66
2000,Bethune-Cookman University,Mid-Eastern Athletic Conf.,Football,FL,55,35
2000,Boise State University,Western Athletic Conference,Football,ID,63,52
2000,Boston College,Atlantic Coast Conference,Football,MA,93,87
2000,Bowling Green State University,Mid-American Conference,Football,OH,76,54
2000,Brigham Young University,Mountain West Conference,Football,UT,53,32
2000,Bucknell University,Patriot League,Football,PA,91,86
2000,"University at Buffalo, the State University of New York",Mid-American Conference,Football,NY,67,52
2000,Butler University,Pioneer Football League,Football,IN,85,
2000,California Polytechnic State University,Big West Conference,Football,CA,64,58
2000,"California State University, Fresno",Western Athletic Conference,Football,CA,50,44
2000,"California State University, Sacramento",Big Sky Conference,Football,CA,52,41
2000,"University of California, Berkeley",Pac-12 Conference,Football,CA,52,44
2000,"University of California, Davis",Big West Conference,Football,CA,84,77
2000,"University of California, Los Angeles",Pac-12 Conference,Football,CA,56,51
2000,Central Connecticut State University,Northeast Conference,Football,CT,33,20
2000,University of Central Florida,Conference USA,Football,FL,46,37
2000,Central Michigan University,Mid-American Conference,Football,MI,68,61
2000,University of Cincinnati,American Athletic Conference,Football,OH,67,71
2000,The Citadel,Southern Conference,Football,SC,93,71
2000,Clemson University,Atlantic Coast Conference,Football,SC,75,56
2000,Colgate University,Patriot League,Football,NY,90,82
2000,Colorado State University,Mountain West Conference,Football,CO,66,55
2000,"University of Colorado, Boulder",Big 12 Conference,Football,CO,68,63
2000,University of Connecticut,American Athletic Conference,Football,CT,78,55
2000,Davidson College,Pioneer Football League,Football,NC,99,
2000,University of Dayton,Pioneer Football League,Football,OH,94,
2000,Delaware State University,Mid-Eastern Athletic Conf.,Football,DE,47,46
2000,University of Delaware,Atlantic 10 Conference,Football,DE,83,72
2000,Drake University,Pioneer Football League,Football,IA,74,
2000,Duke University,Atlantic Coast Conference,Football,NC,93,90
2000,Duquesne University,Metro Atlantic Athletic Conference,Football,PA,81,
2000,East Carolina University,Conference USA,Football,NC,75,66
2000,Eastern Illinois University,Ohio Valley Conference,Football,IL,64,50
2000,Eastern Kentucky University,Ohio Valley Conference,Football,KY,64,52
2000,Eastern Michigan University,Mid-American Conference,Football,MI,53,47
2000,Eastern Washington University,Big Sky Conference,Football,WA,68,40
2000,Florida A&M University,Mid-Eastern Athletic Conf.,Football,FL,22,21
2000,Florida State University,Atlantic Coast Conference,Football,FL,58,48
2000,University of Florida,Southeastern Conference,Football,FL,72,35
2000,Fordham University,Patriot League,Football,NY,82,69
2000,Furman University,Southern Conference,Football,SC,97,83
2000,Georgetown University,Patriot League,Football,DC,97,96
2000,Georgia Southern University,Southern Conference,Football,GA,61,58
2000,Georgia Institute of Technology,Atlantic Coast Conference,Football,GA,51,43
2000,University of Georgia,Southeastern Conference,Football,GA,41,36
2000,Grambling State University,Southwestern Athletic Conf.,Football,LA,45,42
2000,Hampton University,Mid-Eastern Athletic Conf.,Football,VA,78,54
2000,"University of Hawaii, Manoa",Western Athletic Conference,Football,HI,45,43
2000,Hofstra University,Atlantic 10 Conference,Football,NY,58,38
2000,College of the Holy Cross,Patriot League,Football,MA,94,78
2000,University of Houston,Conference USA,Football,TX,49,34
2000,Howard University,Mid-Eastern Athletic Conf.,Football,DC,58,56
2000,Idaho State University,Big Sky Conference,Football,ID,28,27
2000,University of Idaho,Western Athletic Conference,Football,ID,64,54
2000,Illinois State University,Missouri Valley Football Conference,Football,IL,63,60
2000,University of Illinois Urbana-Champaign,Big Ten Conference,Football,IL,73,59
2000,Indiana State University,Missouri Valley Football Conference,Football,IN,83,57
2000,"Indiana University, Bloomington",Big Ten Conference,Football,IN,67,51
2000,Iona College,Metro Atlantic Athletic Conference,Football,NY,66,
2000,Iowa State University,Big 12 Conference,Football,IA,55,58
2000,University of Iowa,Big Ten Conference,Football,IA,73,59
2000,Jackson State University,Southwestern Athletic Conf.,Football,MS,39,45
2000,Jacksonville State University,Ohio Valley Conference,Football,AL,47,45
2000,Jacksonville University,Pioneer Football League,Football,FL,47,
2000,James Madison University,Atlantic 10 Conference,Football,VA,65,63
2000,Kansas State University,Big 12 Conference,Football,KS,73,69
2000,University of Kansas,Big 12 Conference,Football,KS,56,52
2000,Kent State University,Mid-American Conference,Football,OH,81,72
2000,University of Kentucky,Southeastern Conference,Football,KY,59,46
2000,La Salle University,Metro Atlantic Athletic Conference,Football,PA,89,
2000,Lafayette College,Patriot League,Football,PA,93,77
2000,Lehigh University,Patriot League,Football,PA,91,70
2000,Liberty University,Big South Conference,Football,VA,72,50
2000,Louisiana State University,Southeastern Conference,Football,LA,51,38
2000,Louisiana Tech University,Western Athletic Conference,Football,LA,63,64
2000,University of Louisville,American Athletic Conference,Football,KY,55,50
2000,"University of Maine, Orono",Atlantic 10 Conference,Football,ME,58,43
2000,Marist College,Metro Atlantic Athletic Conference,Football,NY,77,
2000,Marshall University,Conference USA,Football,WV,76,67
2000,"University of Maryland, College Park",Atlantic Coast Conference,Football,MD,70,67
2000,"University of Massachusetts, Amherst",Atlantic 10 Conference,Football,MA,66,62
2000,McNeese State University,Southland Conference,Football,LA,70,66
2000,University of Memphis,Conference USA,Football,TN,59,44
2000,Miami University (Ohio),Mid-American Conference,Football,OH,79,61
2000,University of Miami (Florida),Atlantic Coast Conference,Football,FL,70,63
2000,Michigan State University,Big Ten Conference,Football,MI,43,36
2000,University of Michigan,Big Ten Conference,Football,MI,73,67
2000,Middle Tennessee State University,Sun Belt Conference,Football,TN,56,52
2000,"University of Minnesota, Twin Cities",Big Ten Conference,Football,MN,49,48
2000,Mississippi State University,Southeastern Conference,Football,MS,59,49
2000,Mississippi Valley State University,Southwestern Athletic Conf.,Football,MS,52,38
2000,University of Mississippi,Southeastern Conference,Football,MS,64,58
2000,"University of Missouri, Columbia",Big 12 Conference,Football,MO,58,51
2000,Monmouth University,Northeast Conference,Football,NJ,67,44
2000,Montana State University-Bozeman,Big Sky Conference,Football,MT,49,37
2000,University of Montana,Big Sky Conference,Football,MT,71,68
2000,Morehead State University,Pioneer Football League,Football,KY,36,
2000,Morgan State University,Mid-Eastern Athletic Conf.,Football,MD,61,55
2000,Murray State University,Ohio Valley Conference,Football,KY,57,52
2000,"University of North Carolina, Chapel Hill",Atlantic Coast Conference,Football,NC,79,64
2000,"University of Nebraska, Lincoln",Big 12 Conference,Football,NE,83,77
2000,"University of Nevada, Las Vegas",Mountain West Conference,Football,NV,50,42
2000,"University of Nevada, Reno",Western Athletic Conference,Football,NV,54,36
2000,University of New Hampshire,Atlantic 10 Conference,Football,NH,85,71
2000,New Mexico State University,Western Athletic Conference,Football,NM,58,54
2000,University of New Mexico,Mountain West Conference,Football,NM,51,40
2000,Nicholls State University,Southland Conference,Football,LA,49,37
2000,Norfolk State University,Mid-Eastern Athletic Conf.,Football,VA,53,42
2000,North Carolina A&T State University,Mid-Eastern Athletic Conf.,Football,NC,60,60
2000,North Carolina State University,Atlantic Coast Conference,Football,NC,60,45
2000,North Dakota State University,Independent,Football,ND,76,61
2000,University of North Texas,Sun Belt Conference,Football,TX,58,56
2000,University of Louisiana Monroe,Sun Belt Conference,Football,LA,65,50
2000,Northeastern University,Atlantic 10 Conference,Football,MA,85,68
2000,Northern Arizona University,Big Sky Conference,Football,AZ,47,36
2000,University of Northern Colorado,Big Sky Conference,Football,CO,88,53
2000,Northern Illinois University,Mid-American Conference,Football,IL,67,57
2000,University of Northern Iowa,Missouri Valley Football Conference,Football,IA,71,61
2000,Northwestern State University,Southland Conference,Football,LA,55,39
2000,Northwestern University,Big Ten Conference,Football,IL,94,79
2000,University of Notre Dame,Independent,Football,IN,93,79
2000,The Ohio State University,Big Ten Conference,Football,OH,53,48
2000,Ohio University,Mid-American Conference,Football,OH,77,69
2000,Oklahoma State University,Big 12 Conference,Football,OK,64,63
2000,University of Oklahoma,Big 12 Conference,Football,OK,44,37
2000,Oregon State University,Pac-12 Conference,Football,OR,62,54
2000,University of Oregon,Pac-12 Conference,Football,OR,55,48
2000,Pennsylvania State University,Big Ten Conference,Football,PA,76,72
2000,University of Pittsburgh,American Athletic Conference,Football,PA,63,48
2000,Portland State University,Big Sky Conference,Football,OR,52,56
2000,Prairie View A&M University,Southwestern Athletic Conf.,Football,TX,52,40
2000,Purdue University,Big Ten Conference,Football,IN,70,52
2000,University of Rhode Island,Atlantic 10 Conference,Football,RI,68,54
2000,Rice University,Conference USA,Football,TX,85,78
2000,University of Richmond,Atlantic 10 Conference,Football,VA,93,88
2000,Robert Morris University,Northeast Conference,Football,PA,100,0
2000,"Rutgers, The State University of New Jersey, New Brunswick",American Athletic Conference,Football,NJ,55,46
2000,Sacred Heart University,Northeast Conference,Football,CT,65,67
2000,Saint Francis University (Pennsylvania),Northeast Conference,Football,PA,50,50
2000,Saint Peter's University,Metro Atlantic Athletic Conference,Football,NJ,52,
2000,Sam Houston State University,Southland Conference,Football,TX,57,54
2000,Samford University,Ohio Valley Conference,Football,AL,73,55
2000,San Diego State University,Mountain West Conference,Football,CA,70,61
2000,University of San Diego,Pioneer Football League,Football,CA,82,
2000,San Jose State University,Western Athletic Conference,Football,CA,36,33
2000,Savannah State University,Independent,Football,GA,37,37
2000,South Carolina State University,Mid-Eastern Athletic Conf.,Football,SC,58,50
2000,"University of South Carolina, Columbia",Southeastern Conference,Football,SC,68,58
2000,South Dakota State University,Independent,Football,SD,70,55
2000,University of South Florida,American Athletic Conference,Football,FL,61,57
2000,Southeast Missouri State University,Ohio Valley Conference,Football,MO,52,40
2000,University of Southern California,Pac-12 Conference,Football,CA,57,54
2000,Southern Illinois University at Carbondale,Missouri Valley Football Conference,Football,IL,58,45
2000,Southern Methodist University,Conference USA,Football,TX,84,73
2000,The University of Southern Mississippi,Conference USA,Football,MS,81,74
2000,"Southern University, Baton Rouge",Southwestern Athletic Conf.,Football,LA,40,45
2000,Southern Utah University,Independent,Football,UT,80,46
